Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
ISO27001,A.17.11.5,Hybrid,Compliant,2.8,Quarterly,Negligible,25238857227.28,151433.14,500.0,Container,Restricted,Compliance and Governance,Access Control,CA,Manufacturing,Compliance-Assessment,Low,False,julia.moore@corp.com - Risk Manager,0,0.785,Policy_Violation,True,12395.3,Enterprise,5.999999866726138e-06,10.0,75.99999999999999,0.14407202377126788,66.25,88.125,46.983230194887796,32.002367646108944
ISO27001,A.13.8,Hybrid,Partially_Compliant,2.1,Quarterly,High,5230242.94,3765.77,1992.45,Database,Restricted,Student Records Security,Access Control,SE,Education,External,Informational,False,robert.garcia@edu.org - Risk Manager,71,0.434,Documentation_Gap,True,34755.23,Startup,0.0007199990599289446,0.8900198248387663,58.50000000000001,1.2623390323356565,74.25,74.85,51.60258165628048,39.63671804095679
ISO27001,A.7.4.4,Physical,Partially_Compliant,3.1,Monthly,Low,258223214.88,24789.43,500.0,Network-Device,Confidential,Campus IT Security,Access Control,FR,Education,Compliance-Assessment,Low,False,tracy.russell@edu.org - Compliance Manager,3,0.681,Policy_Violation,False,25859.64,Mid-Market,9.600000531137374e-05,10.0,65.75,0.4410581299986021,59.5,85.52499999999999,59.781598171530035,35.526137073305584
NIST-CSF,RA-1(7),Administrative,Non_Compliant,3.0,Annual,Negligible,2272768164.48,34091.52,7118.47,Backup-System,Internal,Medical Device Security,IT Governance,AU,Healthcare,Customer,Critical,False,stephanie.johnson@health.org - Compliance Manager,90,0.509,Documentation_Gap,False,3140.75,Large,1.499999891445153e-05,3.7891639636045378,44.55,0.19827563770726403,57.50000000000001,64.725,60.99292905938229,40.495568503188636
PCI-DSS,Req 12.8,Administrative,Compliant,3.7,Annual,Low,473608093.24,45466.38,1032.18,SCADA-System,Regulated,Internal Audit,Transaction Security,FR,Financial-Services,Compliance-Assessment,Medium,False,mitchell.ramos@finserv.com - PCI Compliance Manager,137,0.834,Data_Breach,False,1641413.39,Mid-Market,9.600000643772782e-05,10.0,81.67500000000001,0.7618281409763858,88.5,74.35,86.03804559122392,44.1424075605377
ISO27001,A.14.5,Preventive,Partially_Compliant,3.1,Weekly,Medium,19826351203.11,1427497.29,500.0,Physical-Server,Internal,Compliance Engineering,Access Control,CA,Technology,Third-Party-Risk,Informational,False,stephanie.foley@tech.io - Risk Manager,10,0.801,Data_Loss,False,273911.43,Enterprise,7.200000017028246e-05,10.0,65.8825,1.114008035308931,60.5,90.025,76.34402935188282,39.25738328096925
ISO27001,A.15.12.3,Detective,Not_Assessed,2.9,Weekly,Medium,696971085.06,41818.27,500.0,Endpoint,Internal,Data Protection Office,Information Security,GB,Technology,Penetration-Test,Medium,False,cory.jennings@tech.io - Audit Manager,8,0.629,No_Incident,True,0.0,Mid-Market,6.0000007025255575e-05,10.0,52.9625,1.0858410044441793,54.0,81.22500000000001,22.75,30.135127301333252
ISO27001,A.6.12.1,Technical,Partially_Compliant,2.7,Weekly,Negligible,471225696.25,3392.83,800.45,Cloud-Service,Internal,Internal Audit,Operations Security,CH,Insurance,External,Low,True,amy.levine@corp.com - Compliance Manager,12,0.67,Configuration_Error,False,6806.63,Mid-Market,7.200010583039167e-06,3.2386532575426323,67.35,0.15011054814161146,56.750000000000014,75.25,60.08248985868537,34.41153113617956
ISO27001,A.9.1.5,Compensating,Partially_Compliant,4.0,Monthly,Critical,86283173658.52,62123885.03,500.0,Virtual-Machine,Confidential,Compliance and Governance,Compliance,IN,Energy,Customer,Low,True,michael.sanders@energy.com - Compliance Manager,32,0.788,Training_Deficiency,False,77687.23,Enterprise,0.0007199999999520833,10.0,68.15,2.6387400098504687,63.5,72.2,60.975888067168086,36.82429961638876
NIST-CSF,SR-12(6),Corrective,Compliant,4.2,Monthly,Negligible,10898322547.54,13077.99,2268.44,Mobile-Device,Internal,Internal Audit,Cybersecurity,CA,Financial-Services,Penetration-Test,Recommendation,False,james.martinez@finserv.com - Audit Manager,22,0.945,No_Incident,True,0.0,Enterprise,1.2000002700371535e-06,4.765191056408809,90.47500000000001,0.22802319548213928,56.750000000000014,92.125,22.75,21.187156958644646
ISO27001,A.11.4.2,Compensating,Compliant,3.2,Monthly,Medium,1802048568.98,7208.19,2663.47,Cloud-Service,Public,Privacy Office,Access Control,CH,Energy,Third-Party-Risk,Best-Practice,False,melanie.gibson@energy.com - Risk Manager,3,0.823,No_Incident,True,0.0,Large,3.99999762718937e-06,1.7063154456404614,76.75,1.3345705125994867,51.75000000000001,90.57499999999999,22.75,23.700371153779848
CIS-Controls,Control 9.2,Hybrid,Partially_Compliant,3.7,Monthly,Critical,467969173.18,505406.71,2667.38,SCADA-System,Restricted,Information Security,Network Security,DE,Defense,External,High,False,elizabeth.may@corp.com - Audit Manager,34,0.693,Compliance_Violation,False,749798.26,Mid-Market,0.0010800000063371695,10.0,66.9375,2.7644502599437226,82.25,72.325,73.68736251866783,44.39493258171668
SOC2,CC3.3.4,Administrative,Non_Compliant,3.9,Monthly,Critical,2470061405.01,3705092.11,500.0,Mobile-Device,Confidential,Risk Management,Trust Services Criteria,AU,Financial-Services,Penetration-Test,Low,True,carla.smith@finserv.com - Compliance Manager,0,0.586,Policy_Violation,False,102288.16,Large,0.0015000000010060477,10.0,53.349999999999994,2.945000384624938,61.74999999999999,73.14999999999999,60.024574030477254,39.988414921482935
NIST-CSF,AC-26,Administrative,Partially_Compliant,2.5,Annual,Low,367037732.37,10570.69,500.0,Server,Internal,Internal Audit,Cybersecurity,AU,Transportation,Internal,Low,False,kristin.sanchez@corp.com - Security Manager,128,0.594,Configuration_Error,False,3806.88,Mid-Market,2.8800009011999882e-05,10.0,55.50000000000001,0.48034723481745883,51.5,71.35000000000001,59.45170813436579,36.0344457973184
ISO27001,A.12.8.3,Physical,Partially_Compliant,3.9,Monthly,Medium,16308322783.89,3913997.47,1698.66,POS-System,Confidential,HIPAA Compliance Office,Asset Management,IN,Healthcare,ISO-Audit,Informational,False,david.cunningham@health.org - Compliance Manager,32,0.862,No_Incident,True,0.0,Enterprise,0.00024000000011444465,10.0,76.72500000000001,1.4353201874884154,69.5,85.55,22.75,28.174346056246524
SOC2,CC5.6.4,Detective,In_Progress,3.1,Weekly,Low,184693308.92,11820.37,4939.84,Application,Confidential,HIPAA Compliance Office,Security,NL,Healthcare,ISO-Audit,High,True,casey.hubbard@health.org - Security Manager,0,0.549,No_Incident,True,0.0,Mid-Market,6.399999041178043e-05,1.3928649510915334,62.14999999999999,0.7212001429466837,69.0,64.725,21.5,31.22886004288401
SOC2,CC6.4,Compensating,Compliant,3.8,Monthly,Medium,2438680729.35,146320.84,889.75,Mobile-Device,Restricted,Patient Data Protection,Processing Integrity,GB,Healthcare,Third-Party-Risk,Medium,False,jamie.robinson@health.org - Audit Manager,7,0.993,Policy_Violation,False,13132.0,Large,5.99999984577727e-05,10.0,83.60000000000001,1.4140806567002735,70.75,90.325,57.795909860658604,33.7709061691418
ISO27001,A.15.1.5,Physical,Remediation_Required,3.2,Weekly,High,161567369.56,12925.39,5250.0,Physical-Server,Public,IT Risk Management,Operations Security,AU,Energy,Customer,Critical,False,molly.murphy@energy.com - Compliance Manager,1,0.418,Data_Breach,False,8750215.53,Mid-Market,8.00000026936132e-05,1.4619790476190475,52.0,1.9564152401603288,54.50000000000001,68.45,85.35504700016169,43.28293397208044
ISO27001,A.14.9,Administrative,Remediation_Required,3.1,Quarterly,Low,5431725474.51,260722.82,4743.55,Backup-System,Internal,Security Operations,Asset Management,DE,Energy,Third-Party-Risk,High,True,dylan.lester@energy.com - Audit Manager,34,0.492,Documentation_Gap,False,16801.61,Large,4.799999948884015e-05,10.0,47.75,0.6978174846088664,58.50000000000001,57.3,62.813441868088105,40.45953361900028
ISO27001,A.7.12.3,Administrative,Partially_Compliant,3.6,Monthly,Critical,37581834730.14,27058921.01,1032.68,POS-System,Confidential,Cloud Security Engineering,Operations Security,JP,Technology,SOC-Audit,Medium,False,aaron.garrison@tech.io - Compliance Manager,22,0.849,Configuration_Error,True,91238.55,Enterprise,0.0007200000001143957,10.0,64.83749999999999,2.173080038471038,66.5,86.725,50.90045783659596,36.247640578860505
GDPR,Art.52,Technical,Compliant,3.3,Weekly,Low,71355815772.89,18837935.36,42964.64,Application,Personal-Data,Cloud Security Engineering,Individual Rights,CH,Technology,ISO-Audit,Medium,False,duane.anderson@tech.io - Privacy Manager,14,0.924,Malware,False,602400.48,Enterprise,0.00026399999994334086,10.0,76.95,0.591696842964778,74.5,88.6,82.19971507545772,41.00495206798098
SOC2,CC6.5,Administrative,Partially_Compliant,3.9,Quarterly,Medium,28747203453.7,689932.88,500.0,Container,Public,Health Information Management,Trust Services Criteria,BR,Healthcare,Penetration-Test,Low,False,john.thompson@health.org - Risk Manager,120,0.728,No_Incident,True,0.0,Enterprise,2.3999999899510224e-05,10.0,70.12500000000001,1.4314320313055844,50.25000000000001,74.7,21.5,24.760679609391676
SOC2,CC5.5,Detective,Compliant,3.6,Weekly,Medium,1163671748.44,69820.3,1801.4,Data-Store,Restricted,Privacy Office,Processing Integrity,SG,Insurance,Customer,Recommendation,False,donna.johnson@corp.com - Risk Manager,0,0.841,No_Incident,True,0.0,Large,5.999999578369071e-05,10.0,80.0,1.1784023219833322,79.0,89.525,21.5,29.403520696595
ISO27001,A.11.10,Compensating,Remediation_Required,3.6,Monthly,Critical,2873057542.47,344766.91,6713.51,Cloud-Service,Public,Information Security,Access Control,SE,Insurance,External,Best-Practice,False,alexis.tyler@corp.com - Audit Manager,3,0.64,Training_Deficiency,False,60188.49,Large,0.00012000000170675315,10.0,51.975,2.3043035050946266,49.75000000000001,86.0,60.69880165864742,37.27480138325787
NIST-CSF,RA-22(4),Physical,Partially_Compliant,3.1,Weekly,Critical,9487250448.34,683082.03,503.5,Data-Store,Public,IT Risk Management,IT Governance,JP,Insurance,Penetration-Test,Low,False,john.morris@corp.com - Audit Manager,4,0.777,System_Outage,False,5845440.44,Large,7.199999975962688e-05,10.0,66.0,2.3035800796032313,56.00000000000001,87.925,77.91704328520183,38.77448268092134
SOC2,CC9.6,Compensating,In_Progress,3.0,Monthly,Low,68789804.17,6603.82,500.0,Network-Device,Restricted,Compliance Engineering,Trust Services Criteria,ZA,Technology,Vendor,Medium,False,grant.williams@tech.io - Audit Manager,8,0.563,No_Incident,True,0.0,SME,9.59999825509025e-05,10.0,50.44499999999999,0.5473541756823408,66.49999999999999,79.57499999999999,21.5,33.4779562527047
NIST-CSF,SC-12,Hybrid,Remediation_Required,2.9,Monthly,Low,747683700.53,35888.82,1884.88,Network-Device,Internal,Privacy Office,Cybersecurity,GB,Energy,External,High,False,judy.fox@energy.com - Compliance Manager,26,0.349,Documentation_Gap,False,3161.88,Mid-Market,4.8000003175888414e-05,10.0,47.75,0.6808202856843947,59.50000000000001,69.72500000000001,61.00020678762487,40.341787443230295
NIST-CSF,PE-18,Physical,In_Progress,2.5,Monthly,Negligible,80312682.57,1285.0,203.22,Cloud-Service,Confidential,HIPAA Compliance Office,Risk Management,ZA,Healthcare,External,Medium,False,julie.alvarez@health.org - Compliance Manager,45,0.525,Data_Breach,False,75622.81,SME,1.5999963628160506e-05,5.323196535774038,59.95000000000002,0.1622925539933188,64.75000000000001,72.625,80.19664638437447,42.28801704307289
CIS-Controls,Control 16.8,Compensating,Not_Assessed,3.3,Weekly,Medium,26923119197.32,8076935.76,500.0,Mobile-Device,Restricted,Data Protection Office,Endpoint Security,FR,Technology,Third-Party-Risk,Low,False,kimberly.palmer@tech.io - Audit Manager,9,0.584,No_Incident,True,0.0,Enterprise,0.0003000000000298628,10.0,49.114999999999995,1.1172000260003774,65.75000000000001,83.1,19.0,33.293910007800115
SOC2,CC6.4,Physical,Partially_Compliant,3.2,Monthly,High,20331142.95,14638.42,500.0,E-Commerce-Platform,Restricted,Cloud Security Engineering,Processing Integrity,DE,Technology,External,Low,True,daniel.gordon@tech.io - Risk Manager,39,0.705,No_Incident,True,0.0,SME,0.0007199998561812286,10.0,59.375,1.606114427924968,75.75,70.125,21.5,33.87558432837749
ISO27001,A.7.1,Hybrid,Partially_Compliant,3.4,Quarterly,Medium,821496157.45,197159.08,16474.83,Server,Confidential,Clinical IT Security,Operations Security,BR,Healthcare,Regulatory,High,False,sonia.williams@health.org - Audit Manager,17,0.821,Data_Breach,False,235127.17,Mid-Market,0.00024000000269264798,10.0,71.50000000000001,1.3993560984449498,65.5,81.52499999999999,81.42826165939957,40.205459161413394
ISO27001,A.10.4,Compensating,Remediation_Required,3.2,Monthly,High,3724235523.41,2979388.42,828.47,POS-System,Confidential,Internal Audit,Asset Management,DE,Manufacturing,SOC-Audit,Critical,False,krista.camacho@corp.com - Compliance Manager,33,0.39,No_Incident,True,0.0,Large,0.0008000000003415466,10.0,49.975,1.4016002669485474,65.5,61.75000000000001,22.75,33.85173008008456
ISO27001,A.16.2,Corrective,Partially_Compliant,3.5,Monthly,High,60055948.58,43240.28,500.0,SCADA-System,Restricted,Internal Audit,Information Security,SE,Defense,Penetration-Test,Medium,True,adrienne.ellis@corp.com - Compliance Manager,45,0.702,Access_Violation,False,159320.03,SME,0.0007199999504195659,10.0,70.035,2.0649749851334374,81.25,67.05,70.5056827635792,42.524379048255874
PCI-DSS,Req 5.1.5,Administrative,Non_Compliant,2.8,Quarterly,Negligible,113279802.35,33983.94,1230.82,Server,Regulated,Payment Card Security,Payment Security,ZA,Retail,Regulatory,Critical,False,tamara.brown@retail.com - PCI Compliance Manager,66,0.348,System_Outage,True,347326.01,Mid-Market,0.0002999999937764722,10.0,42.00000000000001,0.13391412482015155,70.75,60.699999999999996,65.35184639419572,45.29804351628519
SOC2,CC6.3,Hybrid,Remediation_Required,3.0,Quarterly,Low,2066623146.6,99197.91,8625.0,Network-Device,Internal,Compliance and Governance,Availability,DE,Pharmaceuticals,Compliance-Assessment,Critical,True,timothy.morales@corp.com - Security Manager,32,0.37,No_Incident,True,0.0,Large,4.799999949831202e-05,10.0,43.50000000000001,0.6567746775519445,57.50000000000001,51.24999999999999,21.5,32.99703240326558
PCI-DSS,Req 10.6.4,Compensating,In_Progress,3.2,Monthly,Low,189866827.5,72908.86,23709.86,Cloud-Service,Regulated,Internal Audit,Payment Security,IN,Financial-Services,Vendor,Medium,False,gina.henry@finserv.com - Card Data Security Officer,24,0.558,Policy_Violation,False,3177.21,Mid-Market,0.0003839999907303449,2.0750438846960715,60.885,0.7675332647247187,79.0,79.45,60.00545647449121,41.76010127431566
ISO27001,A.9.6,Physical,Compliant,4.0,Monthly,Medium,3732334382.63,149293.38,500.0,Mobile-Device,Confidential,Information Assurance,Access Control,NL,Government,Penetration-Test,Medium,False,renee.jones@gov.org - Security Manager,24,1.0,System_Outage,True,969812.25,Large,4.000000125787229e-05,10.0,88.4625,1.3351802277608928,61.75000000000001,90.5,63.966720283338674,31.515773124996002
SOC2,CC9.1,Administrative,Partially_Compliant,3.1,Quarterly,Negligible,3662095897.53,26367.09,12655.83,SCADA-System,Internal,Data Protection Office,Privacy,CA,Technology,Third-Party-Risk,High,True,christopher.franklin@tech.io - Security Manager,55,0.752,No_Incident,True,0.0,Large,7.199999873783752e-06,1.083394767470802,56.7625,0.15410563825547574,64.25,63.800000000000004,21.5,31.218106691476642
CIS-Controls,Control 16.4,Administrative,Non_Compliant,3.1,Annual,Critical,15196892710.06,6838601.72,905.2,SCADA-System,Internal,Internal Audit,Vulnerability Management,DE,Manufacturing,External,Informational,False,cameron.hill@corp.com - Risk Manager,235,0.454,No_Incident,True,0.0,Enterprise,0.0004500000000311248,10.0,37.25,1.8594000714781431,62.24999999999999,63.349999999999994,19.0,35.60782002144344
PCI-DSS,Req 7.5,Preventive,Remediation_Required,4.1,Weekly,Negligible,5064871379.26,500000.0,500.0,Container,Confidential,Privacy Office,E-commerce Security,GB,Financial-Services,Penetration-Test,Informational,False,cynthia.kelley@finserv.com - PCI Compliance Manager,3,0.709,System_Outage,False,25321.65,Large,9.871918999709172e-05,10.0,59.977500000000006,0.2108758521764057,67.25000000000001,87.725,74.50877288094578,41.78314233184208
PCI-DSS,Req 2.3,Corrective,In_Progress,3.4,Monthly,High,149879248.15,287768.16,1056.28,Container,Regulated,Regulatory Compliance,Payment Security,DE,Financial-Services,Penetration-Test,High,True,mark.vang@finserv.com - Card Data Security Officer,13,0.749,Access_Violation,False,160437.54,Mid-Market,0.001920000023699078,10.0,62.755,2.2214933907763266,78.49999999999999,69.72500000000001,73.01327175305667,44.20535236784423
HIPAA,164.314(b),Technical,Compliant,3.3,Weekly,Low,155943283.03,27945.04,6610.09,Database,Health-Data,HIPAA Compliance Office,Health Information Systems,US,Healthcare,Vendor,Medium,False,alyssa.chavez@health.org - Privacy Officer,0,0.874,Privacy_Breach,False,677127.12,Mid-Market,0.00017920002360488974,3.227633814365614,87.72500000000001,0.7233018984338104,91.25000000000001,87.35,86.32667712424119,43.36357599437838
ISO27001,A.5.7,Compensating,Remediation_Required,2.5,Weekly,High,121639964.25,9731.2,1193.87,API,Public,Academic Compliance,Access Control,FR,Education,ISO-Audit,Critical,False,catherine.garcia@edu.org - Compliance Manager,8,0.279,No_Incident,True,0.0,Mid-Market,8.000002351200955e-05,7.150971211270911,47.975,1.2658907965212591,49.25000000000001,64.97500000000001,22.75,30.248517238956378
NIST-CSF,CP-24(6),Administrative,In_Progress,3.6,Monthly,High,3586977727.07,344349.86,41641.18,Cloud-Service,Internal,Information Security - GRC,Cybersecurity,ZA,Financial-Services,Internal,Medium,False,jacqueline.farrell@finserv.com - Audit Manager,4,0.807,Data_Breach,False,6799707.88,Large,9.599999949854162e-05,7.269454900173338,66.0,2.205846057066936,58.75,85.675,85.08122579848765,40.865498976817605
ISO27001,A.9.6.4,Hybrid,Compliant,3.4,Quarterly,Negligible,167627052.36,1005.76,221.21,Application,Restricted,HIPAA Compliance Office,Access Control,BR,Healthcare,Vendor,Medium,False,debra.mack@health.org - Security Manager,120,0.766,No_Incident,True,0.0,Mid-Market,5.999986194591103e-06,3.5466298991908136,86.9,0.18011037513181505,75.0,72.65,22.75,26.629033112539545
SOC2,CC6.4.4,Compensating,Partially_Compliant,3.4,Monthly,Low,67851629048.18,9770634.58,500.0,Physical-Server,Restricted,Clinical IT Security,Security,US,Healthcare,Penetration-Test,Low,False,jennifer.lewis@health.org - Risk Manager,38,0.81,Privacy_Breach,False,3232521.29,Enterprise,0.00014399999995670082,10.0,67.54,0.7585920132634563,80.5,82.75,83.02385382064877,45.07234836810879
NIST-CSF,CM-16,Hybrid,Compliant,3.3,Monthly,Medium,138150662.87,1000.0,500.0,IoT-Device,Public,Medical Device Security,Business Continuity,JP,Healthcare,Vendor,Low,False,shannon.perez@health.org - Compliance Manager,11,0.815,Policy_Violation,False,35310.54,Mid-Market,7.238474135596451e-06,1.0,87.44999999999999,1.395136807161163,54.0,88.875,60.119791645856054,29.079999371319563
ISO27001,A.7.7,Corrective,Compliant,3.7,Monthly,Medium,7912623285.76,474757.4,1772.99,Application,Restricted,Information Security,Access Control,BR,Energy,SOC-Audit,Low,False,matthew.chavez@energy.com - Security Manager,0,0.903,Access_Violation,False,110899.58,Large,6.000000036074004e-05,10.0,81.0,1.3355203809269587,74.0,91.07499999999999,70.11233454368987,37.67312302301606
ISO27001,A.14.6.5,Hybrid,Non_Compliant,2.7,Monthly,Medium,1035787988.89,517893.99,12074.25,Network-Device,Confidential,Security Operations,Operations Security,DE,Energy,Third-Party-Risk,High,False,robert.davis@energy.com - Risk Manager,18,0.478,Access_Violation,False,70029.7,Large,0.0004999999957085812,10.0,46.25,1.3430198169409717,65.5,72.94999999999999,69.61322116852662,44.138050178787616
ISO27001,A.11.8.4,Hybrid,Partially_Compliant,2.5,Quarterly,High,9776351.45,4692.65,500.0,Endpoint,Confidential,Educational Technology,Access Control,ZA,Education,SOC-Audit,Medium,False,ronald.ortega@edu.org - Security Manager,59,0.485,System_Outage,False,1282616.04,Startup,0.00048000013338309354,8.385299999999999,60.5,1.2593362596738478,54.0,71.625,76.27024251342056,39.00684938058627
SOC2,CC2.6.5,Hybrid,Remediation_Required,3.9,Monthly,Critical,38343816346.61,13803773.88,5085.53,IoT-Device,Internal,Information Security - GRC,Privacy,GB,Financial-Services,Customer,Critical,True,nicholas.hernandez@finserv.com - Compliance Manager,10,0.67,No_Incident,True,0.0,Enterprise,0.00035999999987534887,10.0,55.275,2.942340251994118,63.99999999999999,64.75000000000001,21.5,32.363952075598235
NIST-CSF,SA-22,Administrative,Compliant,3.9,Monthly,High,9999781093.63,79998.25,4053.71,Endpoint,Public,DevSecOps,Incident Response,JP,Technology,Certification,Informational,False,sandra.jones@tech.io - Audit Manager,22,1.0,No_Incident,True,0.0,Large,8.00000012509874e-06,10.0,78.375,1.624112567533575,45.00000000000001,95.0,22.75,21.693483770260077
ISO27001,A.9.2.4,Technical,Compliant,3.0,Weekly,Low,227048142.17,1000.0,463.56,Data-Store,Public,Educational Technology,Information Security,GB,Education,Regulatory,Informational,False,marie.davis@edu.org - Security Manager,1,0.847,Configuration_Error,False,11815.82,Mid-Market,4.404352268389231e-06,1.1572180516006558,80.74999999999999,0.44005069372464367,54.0,91.175,60.68125155044465,30.580765518206327
ISO27001,A.15.2.5,Technical,Non_Compliant,4.0,Weekly,Critical,3908217770.88,1758698.0,646874.25,Application,Internal,Internal Audit,Access Control,CA,Financial-Services,External,Critical,True,colin.rodgers@finserv.com - Compliance Manager,0,0.695,Regulatory_Action,False,5647626.64,Large,0.0004500000007942239,1.7187633454261009,60.06000000000002,2.9253644812305835,63.0,65.375,83.12966513759156,43.23854237188748
ISO27001,A.18.1,Hybrid,Remediation_Required,2.8,Monthly,High,501882096.22,40150.57,500.0,Endpoint,Public,Compliance and Governance,Asset Management,BR,Manufacturing,Certification,High,False,lisa.hawkins@corp.com - Compliance Manager,18,0.389,Configuration_Error,False,9930.18,Mid-Market,8.000000458753164e-05,10.0,48.5,1.3809611955549586,43.00000000000001,70.72500000000001,60.49250213358547,36.137788785383584
ISO27001,A.10.12.2,Administrative,Partially_Compliant,3.6,Quarterly,Low,55160521.55,5295.41,500.0,Container,Confidential,Information Assurance,Information Security,JP,Government,External,High,False,brenda.hoffman@gov.org - Security Manager,65,0.734,Access_Violation,False,41420.0,SME,9.599999875273115e-05,9.590819999999999,69.30000000000001,0.6646474095502819,63.25000000000001,73.35,69.04305144892614,37.495504512650314
CIS-Controls,Control 11.8,Corrective,Compliant,2.8,Monthly,Low,4765970468.35,76255.53,500.0,Payment-System,Confidential,Internal Audit,Network Security,NL,Manufacturing,Compliance-Assessment,Medium,False,mark.martinez@corp.com - Risk Manager,9,0.845,No_Incident,True,0.0,Large,1.600000052589499e-05,10.0,71.5,0.49219212589882383,69.25,86.625,19.0,28.385157637769648
ISO27001,A.12.3,Physical,Not_Assessed,2.4,Monthly,Low,122982007.61,14757.84,1234.0,SCADA-System,Restricted,Student Records Security,Asset Management,CH,Education,Regulatory,Informational,True,michael.ortega@edu.org - Compliance Manager,7,0.373,Data_Breach,False,2463170.1,Mid-Market,0.00011999999257452356,10.0,51.74999999999999,0.441331037305222,74.25,69.32499999999999,83.97873645104006,47.55314660139958
CIS-Controls,Control 6.5,Detective,Compliant,3.6,Weekly,High,975640325.63,117076.84,1587.5,Payment-System,Restricted,Cloud Security Engineering,Vulnerability Management,FR,Technology,Regulatory,High,False,karen.parrish@tech.io - Audit Manager,14,0.981,Configuration_Error,False,28057.72,Mid-Market,0.00012000000094748031,10.0,74.8125,1.6116822780043865,78.25,85.52499999999999,57.87016963807652,37.91691361101662
ISO27001,A.15.10,Compensating,Compliant,2.5,Monthly,Medium,14954682.41,1000.0,770.42,Application,Confidential,Internal Audit,Asset Management,US,Pharmaceuticals,Vendor,Informational,False,jennifer.schmitt@corp.com - Compliance Manager,13,0.789,No_Incident,True,0.0,SME,6.68686885206812e-05,0.2979933023545599,73.25,1.2251523261763473,69.0,89.725,22.75,28.855045697852905
SOC2,CC8.5,Corrective,Compliant,3.7,Monthly,Medium,3431513502.88,41178.16,7887.17,Data-Store,Internal,Cloud Security Engineering,Processing Integrity,NL,Technology,Vendor,Informational,False,caroline.bell@tech.io - Audit Manager,3,1.0,No_Incident,True,0.0,Large,1.1999999407095442e-05,4.220904329436288,73.38749999999999,1.0991712178248774,63.0,95.0,21.5,27.032876365347466
NIST-CSF,CM-20,Hybrid,Compliant,3.9,Quarterly,Medium,201974264.32,1000.0,500.0,Container,Public,Cybersecurity Division,IT Governance,AU,Government,Certification,Informational,False,becky.lewis@gov.org - Risk Manager,34,0.995,No_Incident,True,0.0,Mid-Market,4.951125844506802e-06,1.0,84.2625,1.3175883775963244,48.25000000000001,88.875,22.75,20.942151513278898
ISO27001,A.10.10.5,Preventive,Partially_Compliant,4.5,Weekly,Low,17811447047.87,170989.89,2145.0,Mobile-Device,Public,Cybersecurity Division,Access Control,SG,Government,Internal,Informational,False,diane.walker@gov.org - Risk Manager,1,0.941,Data_Breach,True,3699966.62,Enterprise,9.599999906826662e-06,10.0,80.1675,0.7141634047263076,48.75000000000001,93.525,72.42049480846691,31.84397298311128
NIST-CSF,CM-15(9),Physical,Compliant,2.8,Monthly,Medium,1647646849.82,6590.59,2322.15,Data-Store,Public,Compliance and Governance,Business Continuity,ZA,Energy,Compliance-Assessment,Medium,False,daniel.bruce@energy.com - Audit Manager,0,0.734,Configuration_Error,False,4768.75,Large,4.0000015784450415e-06,1.838141377602653,76.99999999999999,1.3345703959619821,56.00000000000001,83.85,59.69623904169579,32.08961892712776
SOC2,CC7.3,Corrective,Remediation_Required,3.4,Monthly,Medium,3842978657.74,1537191.46,2088.71,Server,Confidential,Health Information Management,Confidentiality,NL,Healthcare,SOC-Audit,Critical,True,michael.farmer@health.org - Compliance Manager,4,0.618,Documentation_Gap,False,5229.45,Large,0.0003999999991943749,10.0,52.236250000000005,1.4202009783094331,66.5,63.449999999999996,60.29634763713455,41.05126732091974
ISO27001,A.11.9.1,Compensating,Compliant,3.4,Monthly,Medium,236751312.89,2841.02,2216.03,SCADA-System,Internal,Compliance Engineering,Compliance,AU,Technology,External,Informational,False,audrey.aguirre@tech.io - Security Manager,44,0.74,No_Incident,True,0.0,Mid-Market,1.2000017931558428e-05,0.2820313804416004,73.8625,1.0851811044740431,62.24999999999999,82.5,22.75,26.972429331342212
ISO27001,A.8.3.2,Corrective,Not_Assessed,2.8,Monthly,Medium,70207252.25,1404.15,500.0,SCADA-System,Public,IT Risk Management,Asset Management,CH,Manufacturing,Customer,Low,False,megan.villegas@corp.com - Audit Manager,18,0.411,No_Incident,True,0.0,SME,2.0000070576754413e-05,1.8083000000000002,53.225,0.9182485469725814,54.25,78.775,22.75,30.081724564091775
ISO27001,A.8.3.5,Administrative,In_Progress,2.9,Quarterly,Negligible,49629158452.48,794066.54,2935.97,API,Confidential,Security Operations,Access Control,BR,Telecommunications,Third-Party-Risk,Medium,False,loretta.austin@corp.com - Audit Manager,7,0.486,System_Outage,False,367034.97,Enterprise,1.6000000095917807e-05,10.0,55.49999999999999,0.16822408282277543,65.25,77.64999999999999,74.9117715693974,42.47032153872632
